-0.045589,0.28629,2.83E-05,18882,6849.3,5.1021,-7.90E-07,1489.4,0.036197,-23.411,0.074827,0.20887
0.041024,0.052679,1.91E-05,89572,1852.4,9.2819,-8.09E-07,348.26,0.10531,-23.262,0.075729,0.020291
0.019137,0.078559,2.24E-05,24058,4311.3,6.1169,-1.13E-06,1114.5,0.019706,-24.215,0.072111,0.069105
0.065678,0.17952,5.24E-05,17945,5429.5,16.168,-1.55E-06,521.48,0.41404,-13.972,0.20369,0.020729
0.042978,0.11308,5.44E-05,39822,2986.1,8.9368,-2.64E-06,580.61,0.36377,-13.059,0.22335,0.030192
0.014632,0.097282,2.51E-05,51787,3170.7,8.1875,-7.88E-07,740.8,0.08695,-34.029,0.075254,0.071659
-0.051195,0.082918,6.10E-05,30170,3775.8,13.27,-2.55E-06,666.33,0.37468,-12.686,0.2329,0.030519
-0.1156,0.38034,2.89E-05,12295,7986.9,6.8234,-1.14E-06,2420.6,0.03978,-21.337,0.09184,0.17066
-0.41823,0.17396,2.53E-05,29359,3783.6,17.745,-5.71E-07,487.37,0.19876,-23.678,0.080079,0.033317
-0.021809,0.13457,3.61E-05,21391,4830.2,9.5919,-1.24E-06,4525,0.20002,-18.486,0.12435,0.17399
-0.029221,0.14761,4.72E-05,19389,5346.4,8.8122,-1.88E-06,4859.5,0.32196,-15.313,0.17499,0.18669
-0.0024468,0.49452,1.25E-05,5701.6,11766,4.5639,-6.81E-07,3754.2,0.0038915,-27.226,0.043713,0.20912
-1.9275,0.27652,4.30E-06,13068,7172.7,33.937,-2.80E-07,524.17,0,-27.137,0.012415,0.0055194
-0.014678,0.17447,1.70E-05,25308,4588.3,7.4318,-5.47E-07,1202.1,0.02108,-30.479,0.048008,0.091825
-0.081774,0.090988,6.67E-05,59046,1873.9,7.6597,-2.70E-06,383.66,0.3518,-12.448,0.23698,0.021545
-0.04976,0.14297,4.91E-05,30762,3406.6,11.104,-1.71E-06,472.52,0.36065,-15.032,0.17798,0.021698
-0.20983,0.34435,4.18E-05,8674.7,11155,17.203,-9.10E-07,931.26,0.36855,-16.751,0.1495,0.043052
-0.22946,0.093841,3.58E-05,46100,1535,18.427,-8.96E-07,176.95,0.37835,-16.648,0.15777,0.0073623
0.010642,0.14517,4.71E-05,22287,4943.6,8.2733,-1.65E-06,979.32,0.16543,-18.217,0.13225,0.069586
0.013433,0.22114,3.57E-05,16338,6263.3,9.13,-1.36E-06,939.21,0.22095,-18.704,0.1225,0.055213
0.0067149,0.28717,1.53E-05,16507,6379.7,7.0462,-6.52E-07,1385.9,0.029808,-26.535,0.051635,0.085682
0.0024852,0.27799,5.00E-05,11984,8045.4,3.2399,-2.52E-06,1798,0.043093,-16.046,0.16143,0.19267
0.0066078,0.30207,2.69E-05,16894,6997,5.1689,-1.19E-06,1732.9,0.038179,-22.11,0.084857,0.16893
0.021173,0.13236,3.42E-05,27256,4054.4,13.404,-1.08E-06,566.84,0.29715,-19.027,0.1231,0.03388
-0.52975,0.39791,2.06E-05,7071.4,11342,24.087,-2.85E-07,1665.2,0.14687,-26.882,0.052618,0.02702
-0.8145,0.20815,2.50E-05,19671,6082.6,23.78,-3.82E-07,606.54,0.1644,-25.52,0.069593,0.025449
0.0018959,0.29638,1.37E-05,16187,9740.4,10.366,-3.86E-07,1276.8,0.056438,-31.366,0.04196,0.065581
-0.0058415,0.1483,4.07E-05,31432,3279,10.869,-1.60E-06,801.98,0.29858,-16.962,0.14788,0.050529
-0.010098,0.24646,1.75E-05,15271,6632.4,10.206,-6.85E-07,1156.7,0.068068,-24.653,0.062119,0.05067
-0.38892,0.3139,1.66E-05,9922.6,8169.4,20.118,-6.34E-07,2749,0.020601,-25.265,0.049642,0.14305
0.048736,0.098314,5.30E-05,43199,2677.1,12.214,-1.94E-06,476.82,0.37451,-13.934,0.20493,0.023662
0.0062936,0.011943,1.30E-05,2.60E+05,1328.6,11.907,-2.94E-07,334.29,0.095051,-31.323,0.040814,0.020937
0.020793,0.0055522,1.90E-05,3.41E+05,1295.3,14.082,-5.07E-07,327.35,0.18774,-24.188,0.067903,0.017088
-0.014881,0.015414,1.35E-05,2.52E+05,1528.8,12.133,-2.96E-07,307.22,0.085248,-32.918,0.042029,0.03644
0.0076227,0.54248,1.70E-05,6945.2,11816,3.913,-8.04E-07,3153.8,0.0016,-25.682,0.053153,0.15915
0.010195,0.0055478,2.04E-05,1.01E+05,2280.6,10.351,-7.40E-07,654.75,0.10923,-25.211,0.066305,0.033885
0.0048951,0.5933,1.68E-05,5596,13661,3.9966,-6.64E-07,3712,0.00088767,-26.148,0.05042,0.19922
0.019573,0.38611,1.07E-05,10734,9735.4,8.3318,-4.24E-07,1591.6,0.0035425,-29.475,0.036106,0.06749
0.013275,0.067447,1.22E-05,32055,3873.3,9.4215,-3.93E-07,1043.5,0.045995,-30.845,0.03909,0.1204
0.024255,0.14341,1.67E-05,46335,3226.7,6.6505,-7.16E-07,582.5,0.0049085,-24.445,0.060777,0.034656
0.023738,0.096479,4.82E-05,29121,3226.3,7.7783,-2.07E-06,506.93,0.33092,-15,0.17873,0.030191
-0.012583,0.42803,7.16E-06,9075.9,10784,13.256,-2.49E-07,1788.9,0.018304,-34.827,0.023064,0.074506
-0.026408,0.16784,5.40E-05,24574,4275.4,9.088,-2.61E-06,711.56,0.35618,-13.38,0.21615,0.034858
