0.027966,0.01613,2.01E-05,47803,2575.8,7.0422,-9.10E-07,610.39,0.023911,-23.499,0.069119,0.034283
-0.050307,0.2191,2.72E-05,18560,7471.6,12.829,-6.96E-07,1109.2,0.14595,-23.176,0.084185,0.077464
-0.0059021,0.31341,5.69E-05,5139.7,16221,17.576,-1.06E-06,1260.9,0.42782,-13.348,0.21974,0.040315
0.019054,0.35559,1.75E-05,9759.3,9388.1,11.16,-7.96E-07,1749.9,0.13916,-23.464,0.070558,0.079042
-0.019697,0.054647,3.64E-05,26710,3537.5,12.978,-1.47E-06,768.16,0.41155,-16.487,0.15948,0.052574
0.012929,0.17214,1.62E-05,25983,4425.8,8.6911,-6.25E-07,915.69,0.034538,-27.173,0.053745,0.054501
-0.0013304,0.20185,1.46E-05,21085,5492.6,7.179,-6.08E-07,1209.5,0.039014,-29.463,0.048178,0.079536
-0.0026569,0.26544,3.75E-05,15315,6694.5,7.3138,-1.77E-06,1333.7,0.1786,-17.74,0.13298,0.067348
0.01057,0.46962,1.99E-05,7013.3,11398,4.8025,-7.76E-07,3253.9,0.0088318,-25.44,0.060448,0.1813
0.0083587,0.19001,2.81E-05,18280,5875.8,5.6902,-1.41E-06,1499.7,0.043163,-20.214,0.10134,0.092001
0.010305,0.20004,2.44E-05,17666,5793.9,5.9658,-1.24E-06,1365.3,0.040023,-21.633,0.087983,0.081347
-0.0012977,0.082955,4.41E-05,53365,2302.5,9.0694,-2.04E-06,575.72,0.26107,-15.514,0.16965,0.033796
0.01098,0.17797,3.35E-05,21322,5522.8,6.8984,-1.67E-06,1183.3,0.12824,-19.287,0.1194,0.069538
-0.026809,0.21009,3.88E-05,13815,6982.6,7.9494,-1.28E-06,1582.3,0.10814,-21.185,0.10427,0.090219
-0.00051202,0.22525,4.43E-05,7453.6,8222.3,4.2276,-2.51E-06,2907.2,0.082722,-16.078,0.15777,0.18578
0.0090561,0.12801,5.67E-05,18600,4946.7,7.1739,-2.58E-06,785.01,0.29167,-14.197,0.19685,0.049129
0.0074226,0.23375,2.99E-05,12936,6972.5,4.1237,-1.66E-06,1456.7,0.01272,-20.275,0.0985,0.088924
0.0075598,0.21943,3.51E-05,13568,6595.2,4.7703,-1.95E-06,1413.1,0.047021,-18.57,0.11884,0.081218
0.026794,0.39363,5.98E-05,8223.4,11596,14.139,-2.35E-06,1863.8,0.35242,-13.057,0.22477,0.072709
0.046216,0.13505,3.32E-05,13303,5979.3,15.14,-1.26E-06,684.91,0.40845,-16.705,0.16784,0.031392
0.021257,0.2266,1.19E-05,19314,5454.1,7.3602,-5.67E-07,1106.7,0.013887,-29.313,0.042357,0.058466
0.014794,0.031616,6.19E-05,69070,2089.6,7.9694,-2.54E-06,382.13,0.34968,-13.263,0.21919,0.034707
0.018131,0.12162,3.56E-05,32096,3544.4,8.305,-1.45E-06,598.51,0.19212,-18.521,0.12395,0.035868
0.01723,0.11174,2.90E-05,32632,3588.3,8.7077,-1.09E-06,629,0.12777,-21.153,0.093392,0.039677
-0.017115,0.42729,1.26E-05,12445,11270,7.393,-3.03E-07,2303.2,0.014072,-36.359,0.031753,0.12877
-0.00672,0.55706,1.37E-05,5206.7,13246,1.5978,-6.23E-07,3949.5,0,-26.482,0.047754,0.2984
-0.00094546,0.23103,1.30E-05,16588,6424.4,6.2724,-5.44E-07,1407.2,0.011253,-29.649,0.037247,0.093239
-0.00086364,0.17729,4.41E-05,21153,5505.6,5.4199,-1.82E-06,1119.4,0.077564,-18.722,0.12308,0.10029
0.01989,0.3201,2.90E-05,10915,8155.5,11.902,-1.25E-06,1411.8,0.25916,-19.237,0.11838,0.061756
0.011162,0.050335,6.11E-05,89064,2747.6,9.9944,-2.49E-06,444.43,0.35935,-13.04,0.22459,0.050975
0.012028,0.05223,3.75E-05,1.01E+05,2559.7,9.6958,-1.59E-06,482.28,0.27817,-17.072,0.14323,0.048883
0.014298,0.089725,2.75E-05,65485,2956,11.491,-9.42E-07,568.9,0.20444,-21.442,0.10041,0.053
0.01139,0.064493,3.75E-05,78912,2776.4,8.318,-1.69E-06,574.14,0.21337,-18.384,0.13948,0.056416
0.013417,0.075723,3.24E-05,65367,2979.3,10.33,-1.26E-06,606.33,0.23997,-19.609,0.12806,0.060352
0.016643,0.090536,2.87E-05,62746,2757.6,7.0311,-1.30E-06,616.57,0.10295,-20.526,0.097396,0.047966
-0.01826,0.15784,4.41E-05,7000.7,9010.7,7.1823,-2.39E-06,1898.9,0.18376,-16.063,0.15792,0.089781
0.014795,0.20651,5.03E-05,19700,6288.5,13.506,-2.46E-06,996.01,0.43547,-13.703,0.2313,0.056841
0.0035501,0.33484,4.46E-05,8842.5,9090.4,3.1445,-3.03E-06,2367.5,0.035222,-15.74,0.16341,0.1382
0.0033512,0.3288,3.55E-05,8319.1,8911.8,3.0359,-2.39E-06,2553,0.0093073,-17.744,0.12979,0.14705
0.012506,0.13981,2.33E-05,49486,3137.3,8.2868,-7.93E-07,744.7,0.1357,-26.252,0.078964,0.059255
0.014853,0.24585,4.93E-05,17712,5655,5.2428,-2.64E-06,1182.7,0.17434,-15.235,0.17345,0.06108
-0.0064468,0.14836,2.31E-05,30688,3139.8,6.6761,-1.04E-06,607.59,0.029608,-21.769,0.083677,0.034236
0.015815,0.15999,4.23E-05,24338,4239.5,6.9922,-1.99E-06,694.63,0.23829,-16.283,0.15622,0.037113
